session,video,segment,text,label,annotation
Session1,Ses01M_impro02,Ses01M_impro02_F019,Don't say that.,1,sad
Session1,Ses01M_impro02,Ses01M_impro02_M025,I love you.,1,sad
Session1,Ses01M_impro03,Ses01M_impro03_M000,The craziest thing just happened to me.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M001,This girl; she just offered me fifty thousand dollars to marry her.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F002,Why?,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M003,"Well, she's not a citizen so she wants to get a visa.",3,neu
Session1,Ses01M_impro03,Ses01M_impro03_F003,Is she on the run?,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M004,"No, no, no, no, no, no she just... she's not a citizen but she wants her visa, yeah. She's going to pay me fifty thousand dollars to marry her and stay married to her for two years.",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F004,"Oh, she just needs to marry you.",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F005,That's incredible. That's awesome. Where's she from? Maybe you can get a dual citizenship.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M005,That's like twenty five thousand dollar a year for doing nothing. Isn't that awesome?,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M006,"She's actually from England, I think. Well she- she spoke English but she had an accent. I didn't even ask.",3,neu
Session1,Ses01M_impro03,Ses01M_impro03_F006,That's so cool. Uh huh.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F007,[LAUGHTER] Why did she pick you? Where were you?,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M007,"Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F008,You were at a party? And she's like hey. You seem unattached she's like.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M008,"Yeah. Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F009,That's unbelievable... Yeah.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F010,Well I've known people who have done this before. Yeah. You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M010,It's like I'm really going to get married. We'll have like the whole thing.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M011,"Oh, good. [LAUGHTER]",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F011,"Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M012,I know. What do you think I should-,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F012,"Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M013,Oh good idea.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M014,Yeah. Make her like open the bank account and stuff too.,3,neu
Session1,Ses01M_impro03,Ses01M_impro03_F013,Yeah.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M015,It's a good idea.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F014,"Dude, you lucked out.",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M016,I know. Also I get to like plan the wedding now too. That will be fun.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F015,"Yeah. My colors are blush and beige what is it, do you know?",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M017,"Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F016,Oh I don't know. [LAUGHTER],2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F017,I don't know get it in cash.,3,neu
Session1,Ses01M_impro03,Ses01M_impro03_M018,Just cash hardcore.,3,neu
Session1,Ses01M_impro03,Ses01M_impro03_F018,Yeah.,3,neu
Session1,Ses01M_impro03,Ses01M_impro03_M019,What should we do? Where should we get married? We should have party.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F019,How exciting. You should have a wedding on the beach.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M020,"Yeah, like a big like- A wedding on the beach, that would be nice.",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F020,"Yeah, at night.",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M021,And then we can honeymoon. I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,3,neu
Session1,Ses01M_impro03,Ses01M_impro03_F021,"Oh yeah, absolutely, absolutely.",3,neu
Session1,Ses01M_impro03,Ses01M_impro03_F022,How exciting. You should make her bring all your friends too.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M022,I'll make her pay for that. I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F023,[GARBAGE] She's got to be loaded. fifty thousand dollars. That's incredible.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F024,Incredible.,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M023,I'm going to marry a blue blood. [LAUGHTER],2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F025,"you're a lucky, lucky, lucky man.",2,exc
Session1,Ses01M_impro03,Ses01M_impro03_M024,Will you help me plan?,2,exc
Session1,Ses01M_impro03,Ses01M_impro03_F026,"Oh, totally. Yeah.",2,exc
Session1,Ses01M_impro04,Ses01M_impro04_F000,You seem kind of down.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F002,What do you mean?,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F003,There's a lot of people looking for jobs.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F004,"I don't know, I mean, I just don't think...",3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F005,Did you ever think it might be your attitude that's...,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F006,"I don't know just sometimes you get kind of... No, I'm not saying that. I just--",3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F007,...has anyone ever just said anything like that to you before?,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F008,"Right, sure.",3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F009,"But I mean you kind of got to, you got to fake it 'til you feel it, right?",3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F010,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F011,No. I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F012,No.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_M014,What?,0,ang
Session1,Ses01M_impro04,Ses01M_impro04_F013,"Well, you know a little. If you were to listen to--",3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F014,I just don't want you to fly off the handle.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F015,You kind of have a short fuse.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F016,Yeah.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_M018,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.",0,ang
Session1,Ses01M_impro04,Ses01M_impro04_F017,"Like this, right now we're trying have a conversation.",3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F018,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F019,I can't finish the sentence with you without you jumping in...,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F020,...and you're always right.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F021,You have an excuse for everything.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F022,I'm just saying that maybe you should take in some information before you produce more of your own.,3,neu
Session1,Ses01M_impro04,Ses01M_impro04_M023,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,0,ang
Session1,Ses01M_impro04,Ses01M_impro04_F023,[BREATHING],3,neu
Session1,Ses01M_impro04,Ses01M_impro04_F025,"Well, what kind of field are you looking to go into?",3,neu
Session1,Ses01M_impro04,Ses01M_impro04_M025,That's it.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F000,Can I help you?,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F001,I need a little more information.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F002,What- What flight did you come in on?,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F003,Georgia?,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F004,"There's no need for you to raise your voice, sir.",3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F005,I've been college educated.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F006,I speak your language.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M004,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_M005,"Listen, shut your smug mouth, okay? I don't need that.",0,ang
Session1,Ses01M_impro05,Ses01M_impro05_F007,I'm just saying you don't need to talk to me like I-,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M006,I've been sitting here for four hours.,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_M007,You people have just been tossing me around like a used hanky.,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_M008,You work here.,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_F011,"Details, Details. Well, anyhow can I--",3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F012,so you flew in from Atlanta...,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F013,Four...Four hours ago.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F014,Do you have any i-?,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F015,I wouldn't let you? I was not in Atlanta. I was not in Atlanta.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F016,I had nothing to do with the boarding attendance. I'm sorry that your seat was wherever it was.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F017,"I have some unfortunate news, uh, that your bag isn't going to be--",3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F018,--arriving any time soon.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F019,I'm really sorry to tell you this but...,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M015,Okay.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F020,It's not. I can offer you fifty dollars and a reimbursement gift cards for our airline...,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F021,...and your future...,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F022,No.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F023,Yes.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F024,We've actually...,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F025,They do as matter of fact. We don't like to publicize it because,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F026,people wouldn't Fly our airline.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M020,Probably people that work for your company huh?,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_M021,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_F027,What was that?,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M022,My computer which has all of my data which I'm collecting right now.,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_F028,That's unfortunate.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M023,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that. So I need to have that back.,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_F029,That's too bad.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M024,"Fifty dollars is not going to cover me for my job, okay?",0,ang
Session1,Ses01M_impro05,Ses01M_impro05_F030,I wish I could give it to you.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M025,Well you need to find it. Can I just go back there and look through the bags? Can I just go back there and just go through maybe I'll find it.,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_F031,I wish I-,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F032,That's not - no.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_F033,No.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M026,It'll be a lot more than what you're doing sitting here and just give me lip service. I'd like to go back at least do some aggressive searching for my stuff.,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_F034,We have plenty of aggressive searching going on it's not there. Someone's taken it.,3,neu
Session1,Ses01M_impro05,Ses01M_impro05_M027,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",0,ang
Session1,Ses01M_impro05,Ses01M_impro05_M028,I know what you guys do when you're not working you're union people; you just sit around on your ass.,0,ang
Session1,Ses01M_impro05,Ses01M_impro05_M031,Thank you very much.,0,ang
Session1,Ses01M_impro06,Ses01M_impro06_F000,You okay?,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M000,"Yeah, I'm just-- yeah",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M001,"Just kind of feel numb, you know.",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F001,What's happened?,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M002,You didn't even hear?,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M003,[BREATHING] Umm.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M004,God I've told this story so many times. Umm.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F002,You don't have to if you don't want to.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M005,I just...I just basically lost someone that was really close to me.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M006,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F003,I'm sorry to hear that.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M007,"He kind of didn't have anyone to take care of that for him, so--",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F004,You've been taking care of it all?,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F005,Oh Jesus.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M008,It's just really...really messed up.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F006,He sick for awhile?,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M009,No.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M010,Just like it.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F007,Was it an accident?,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M011,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F008,how was sick?,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M012,What?,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F009,"Well, I'm confused. He was sick or it was an accident?",3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M013,"He was sick. He got sick. He got sick but it happened really, really fast, you know.",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F010,Oh. Really fast? Oh.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M014,It was kind of like boom... done,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F011,Yeah.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M015,It's just really weird because he was really young you know and it kind of like...,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F012,Yeah.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M016,--it just kind of freaks you out.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F013,"Totally, yeah.",3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M017,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff. You just like used to take for granted--you know.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F014,Mmhmm.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_F015,Lock,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_F016,Mmhmm.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_F017,The plans you make [GARBAGE].,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M018,"Exactly, you know, and like he had so many plans and he was going to do...",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F018,It leaves a hole for you too.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M019,"so many things, you know?",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F019,"It leaves a hole for you too, in your plans together.",3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M020,What?,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M021,Yeah.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F020,It gets better.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M022,"He was a really, really good guy.",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F021,Mmhmm.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M023,A lot of people loved him.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F022,MMhmm.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M024,"You know, it's like affecting a lot of people it's not just me, you know?",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F023,Mmhmm.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_F024,How long did you know each other?,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M025,Umm...,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M026,For like eight years.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F025,That's a long time.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M027,Yeah.,1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F026,It's good that you were there.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M028,"Yeah, I'm glad I was there. Glad I- glad I got to be there.",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_M029,"So weird,",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F027,Yeah.,3,neu
Session1,Ses01M_impro06,Ses01M_impro06_M030,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",1,sad
Session1,Ses01M_impro06,Ses01M_impro06_F028,Are there things you wish you'd done differently?,3,neu
Session1,Ses01M_impro07,Ses01M_impro07_M000,Check this out. You know how I've told you I've been really into like softball recently?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F000,Yeah.,3,neu
Session1,Ses01M_impro07,Ses01M_impro07_M001,"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F001,[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M002,For softball. They're going to pay me to go to school. Isn't that awesome?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M003,"Yeah. Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit. But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F003,Pinch hitting softball.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F004,That is incredible.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F005,That's amazing. They pay for everything?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M004,"I know. For softball, yeah.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F006,"Your housing, books, everything? That is incredible.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M005,"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F007,That is incredible. Do you get like a per diem?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M006,"I don't know. I should ask. Yeah, I will.",2,hap
Session1,Ses01M_impro07,Ses01M_impro07_F008,You should...You should look into that.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F009,"That is amazing, congratulations. Good for you.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M007,Thank you.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M008,But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F010,Oh.,3,neu
Session1,Ses01M_impro07,Ses01M_impro07_F011,"Yeah, that you probably. You should see one of these Victorian houses around by.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M009,Where should I move?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M010,"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F012,Oh. Venice beach.,3,neu
Session1,Ses01M_impro07,Ses01M_impro07_F013,"Oh, you don't like that. You're west-sider?",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F014,"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M011,Professional softball player Malibu. [LAUGHTER],2,hap
Session1,Ses01M_impro07,Ses01M_impro07_F015,I don't know. Commuting from what Malibu that would be ridiculous.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M013,"Oh yeah, that would be. Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter. There is a helipad there, right? Yeah, exactly.",2,hap
Session1,Ses01M_impro07,Ses01M_impro07_F016,Oh yeah. He'd drop you right off at practice?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F018,They have those neon--softballs. They're like day-glow you can see them anywhere.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F020,Oh. That is incredible. Is it--,3,neu
Session1,Ses01M_impro07,Ses01M_impro07_F021,"do they have a--is it a co-ed softball team? I mean... Really? You know, I didn't even know that they have that.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M017,They do it's--believe me it's huge.,2,hap
Session1,Ses01M_impro07,Ses01M_impro07_F022,Who do you play? Like do--are you like... nationally ranked?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M018,I just got into it. I just kind of fell into it. Literally I was walking around and...,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F023,That is unbelievable.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M019,It's pretty wild.,2,hap
Session1,Ses01M_impro07,Ses01M_impro07_F024,I would put that right up there with--ping-pong.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M020,"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",3,neu
Session1,Ses01M_impro07,Ses01M_impro07_F025,I mean not to denigrate what you are doing. I think that's great.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F026,"No, no. I love softball. I played softball all the time.",2,exc
Session1,Ses01M_impro07,Ses01M_impro07_F027,I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M024,For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,2,exc
Session1,Ses01M_impro07,Ses01M_impro07_M026,Yeah we have like away games and stuff.,3,neu
Session1,Ses01M_impro07,Ses01M_impro07_M030,But you know I'm like [GARBAGE].,3,neu
Session1,Ses01M_impro07,Ses01M_impro07_F033,You're like the rookie? The new kid.,2,hap
Session1,Ses01M_impro07,Ses01M_impro07_F034,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],2,hap
Session1,Ses01M_impro07,Ses01M_impro07_M032,I'm going to have a mustache...On the force...,2,hap
Session1,Ses01M_impro07,Ses01M_impro07_M033,Pull over..,2,hap
Session1,Ses01M_script01_1,Ses01M_script01_1_M000,He saw it.,3,neu
Session1,Ses01M_script01_1,Ses01M_script01_1_M002,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,3,neu
Session1,Ses01M_script01_1,Ses01M_script01_1_M003,I don't know. But he went back in the kitchen and he cried.,1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_F004,Did you talk to him?,1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_M004,No. I figured I'd just let it wait.,1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_F005,Cried hard?,1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_M005,"Yeah, I could hear him crying through the floorboards in my room.",1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_F006,[BREATHING],1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_M006,I don't know.,1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_F008,"He's dreaming about him again, walking the streets.",0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_M007,I guess he is.,1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_F011,What do you mean a mistake?,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F014,"What, can you prove it? What proof do you have? Can you prove it?",0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F015,"To you it is, to me it is. But to your father? You can talk yourself 'til you're blue in the face but there's was no grave and there is no body. So where are you?",0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F016,The trouble is those god damn news papers. Every month some boy comes back missing longer then Larry so--,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F017,Why?,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_M017,I'm going to ask her to marry me.,3,neu
Session1,Ses01M_script01_1,Ses01M_script01_1_F020,"Well, what do you want me to do? You're old enough known your own business.",0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_M020,"See. Then it's not just my business. Sometimes you infuriate me, you know that? You know it's just your business too if I tell father and he throws a fit about it, huh?",0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F023,I'm sorry. I ignore what I've got to ignore. That girl is Larry's girl.,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_M021,She is not Larry's girl.,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F024,"From father's point of view he is not dead and you have no right to take his girl. I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go. See, I don't know.",0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F025,You're a considerate fellow. There's nothing wrong in that.,3,neu
Session1,Ses01M_script01_1,Ses01M_script01_1_M023,To hell with that.,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F026,Did you ask Annie yet?,3,neu
Session1,Ses01M_script01_1,Ses01M_script01_1_M024,"No, I wanted to get this all sorted out first.",1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_F029,I don't see why it has to be Annie.,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F030,"That's a good answer but it doesn't answer anything. You haven't seen her since you went away to war, it's been five years.",0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F031,"He thinks he's coming back, Chris. You marry that girl you're pronouncing him dead.",1,sad
Session1,Ses01M_script01_1,Ses01M_script01_1_F032,"Do you know what that'll do to you, to your father, do you know? I don't.",0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F035,Are you crazy?,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F036,You have a business here. I said what the hell is this?,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_M034,Business? The business doesn't inspire me.,0,ang
Session1,Ses01M_script01_1,Ses01M_script01_1_F037,"Oh, must you be inspired.",0,ang
